 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT.XXXNOV. XXXDEZ.
   1   2               0
POS     13617.  13632.  13877.  13647.  13322.  12975.  12772.  12961.  13303.  13648.  13802.  13797.
   4
2019        0.      0.      0.      0.      0.   5517.   5582.   5669.   5720.   5906.   5868.   5753.
2020     5901.   5964.   6070.   6086.   6052.   5858.   5897.   6182.   6246.   6162.   6123.   6002.
2021     6119.   6184.   6294.   6310.   6275.   6074.   6114.   6410.   6476.   6390.   6349.   6224.
2022     6364.   6432.   6545.   6563.   6526.   6317.   6359.   6666.   6736.   6645.   6603.   6472.
2023     6818.   6891.   7012.   7031.   6991.   6768.   6812.   7142.   7216.   7119.   7074.   6934.
POS      6818.   6891.   7012.   7031.   6991.   6768.   6812.   7142.   7216.   7119.   7074.   6934.
 999
 GERACAO DE USINAS NAO SIMULADAS
 XXX
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT.XXXNOV. XXXDEZ.
   1
2019        0.      0.      0.      0.      0.   5873.   5830.   5741.   5540.   5287.   5186.   4434.
2020     3316.   3462.   3935.   5210.   5870.   6000.   5922.   5822.   5620.   5376.   5288.   4538.
2021     3389.   3519.   3980.   5279.   5950.   6072.   5990.   5916.   5713.   5451.   5346.   4597.
2022     3497.   3611.   4077.   5367.   6027.   6147.   6066.   5963.   5765.   5497.   5394.   4644.
2023     3499.   3613.   4087.   5399.   6073.   6199.   6120.   6018.   5816.   5545.   5430.   4661.
   2
2019        0.      0.      0.      0.      0.   2128.   2139.   2030.   2173.   2448.   2238.   1993.
2020     2042.   1670.   1737.   1876.   1954.   2150.   2164.   2063.   2219.   2506.   2288.   2038.
2021     2097.   1718.   1791.   1933.   2012.   2210.   2210.   2097.   2252.   2545.   2341.   2086.
2022     2164.   1786.   1857.   1987.   2080.   2287.   2280.   2158.   2312.   2618.   2391.   2128.
2023     2194.   1801.   1872.   2001.   2081.   2289.   2284.   2162.   2317.   2624.   2397.   2133.
   3
2019        0.      0.      0.      0.      0.   6825.   7647.   8137.   8560.   7685.   7306.   5995.
